id,pattern,token_count,update_date,label,para
1401.8008,data,19,,,"Joachims, T. (2002), Optimizing search engines using clickthrough data, in ‘KDD’."
1401.8008,data,199,,,"In the supervised learning to rank problem (Li 2011), we are given labeled pairs of items x, x′, where the label y ∈ {−1, 1} indicates which item in the pair should be ranked higher. The goal is to learn a ranking function r(x) ∈ R which outputs a real-valued rank for each item. In this paper we consider a related problem in which the expanded label space y ∈ {−1, 0, 1} includes the y = 0 label which indicates that there should be no rank diﬀerence. In this context the goal is to learn a comparison function c(x, x′) ∈ {−1, 0, 1}. Comparison data naturally arise from competitive two-player games in which the space of possible outcomes includes a draw (neither player wins). In games such as chess, draws are a common result between highly skilled players (Elo 1978). To accurately predict the outcome of such games, it is thus important to learn a model that can predict a draw."
1401.8008,data,2,,,training data
1401.8008,data,23,,,"predicted (Shashua & Levin 2003). In this article we propose SVMcompare, a support vector algorithm for these data."
1401.8008,data,29,,,"Overall, our analysis of the chess match data suggests that the proposed SVMcompare model performs with a higher AUC than the existing state-of-the-art ELO and Glicko results."
1401.8008,data,31,,,"Overall from the simulations, it is clear that when the data contain equality pairs, it is advantageous to use a model such as the proposed SVMcompare method which learns"
1401.8008,data,32,,,"Taken together, these imply ˆµ = −1/β. Now, by deﬁnition of the ﬂipped data (8), we can re-write the max margin QP (9) as"
1401.8008,data,51,,,"These data are geometrically represented in the top panel of Figure 1. Pairs with equality labels yi = 0 are represented as line segments, and pairs with inequality labels yi = {−1, 1} are represented as arrows pointing to the item with the higher rank."
1401.8008,data,57,,,"For future work, it will be interesting to see if the same results are observed in learning to rank data from search engines. For scaling to these very large data sets, we would like to try algorithms based on smooth discriminative loss functions, such as stochastic gradient descent with a logistic loss."
1401.8008,data,67,,,"The optimal decision boundaries r(x) ∈ {−1, 1} and margin boundaries r(x) ∈ {−1 ± µ, 1 ± µ} are drawn in Figure 2. Note that ﬁnding a feasible point for this LP is a test of linear separability. If there are no feasible points then the data are not linearly separable."
1401.8008,data,7,,,3.2. Kernelized QP for non-separable data
1401.8008,data,77,,,"Fig. 2. The separable LP and QP comparison problems. Left: the difference vectors x′ − x of the original data and the optimal solution to the LP (7). Middle: for the unscaled ﬂipped data ˜x′ − ˜x (8), the LP is not the same as the QP (9). Right: in these scaled data, the QP is equivalent to the LP."
1401.8008,data,89,,,"1 where x ∈ R2. Left: the training data Fig. 3. Application to a simulated pattern r(x) = ||x||2 are n = 100 pairs, half equality (segments indicate two points of equal rank), and half inequality (arrows point to the higher rank). Others: level curves of the learned ranking functions. The rank model does not directly model the equality pairs, so the rank2 and compare models recover the true pattern better."
1401.8008,data,89,,,"Our experimental results on simulated and real data clearly showed the importance of directly modeling the equality pairs, when they are present. We showed in Figure 5 that when there are few equality pairs, as is the usual setup in learning to rank problems, the baseline SVMrank algorithm performs as well as our proposed SVMcompare algorithm. However, when there are many equality pairs, it is clearly advantageous to use a model such as SVMcompare which directly learns from the equality pairs."
1401.8008,data,94,,,"3.1. LP and QP for separable data In our learning setup, the best comparison function is the one with maximum margin. We will deﬁne the margin in two diﬀerent ways, which correspond to the linear program (LP) and quadratic program (QP) discussed below. To illustrate the diﬀerences between these max-margin comparison problems, in this subsection we assume that the training data are linearly separable. Later in Section 3.2, we propose an algorithm for learning a nonlinear function from non linearly-separable data."
1401.8008,"data, database",181,,,"Ranking data sets are often described not in terms of labeled pairs of inputs (xi, x′ i, yi) but instead single inputs xi with ordinal labels yi ∈ {1, . . . , k}, where k is the number of integral output values. Support Vector Ordinal Regression (Chu & Keerthi 2005) has a large-margin learning formulation speciﬁcally designed for these data. Another approach is to ﬁrst convert the inputs to a database of labeled pairs, and then learn a ranking model such as the SVMcompare model we propose in this paper. Van Belle et al. (2011) observed that directly using a regression model gives better performance than ranking models for survival data. However, in this paper we limit our study to models for labeled pairs of inputs, and we focus on answering the question, “how can we adapt the Support Vector Machine to exploit the structure of the equality yi = 0 pairs when they are present?”"
1401.8008,"data, dataset",101,,,"The notation and organization of this article is as follows. We use bold uppercase letters for matrices such as X, K, and bold lowercase letters for their row vectors xi, ki. In Section 2 we discuss links with related work on classiﬁcation and ranking, then in Section 3 we propose a new algorithm: SVMcompare. We show results on 3 illustrative simulated data sets and 2 real by learning to rank a sushi data set and a chess dataset in Section 4 and 5. We then discuss future work in Section 6."
1401.8008,"data, dataset",159,,,"In ranking problems, the goal is to learn a ranking function r(x) ∈ R from Summary. labeled pairs x, x′ of input points. In this paper, we consider the related comparison problem, where the label y ∈ {−1, 0, 1} indicates which element of the pair is better (y = −1 or 1), or if there is no signiﬁcant difference (y = 0). We cast the learning problem as a margin maximization, and show that it can be solved by converting it to a standard SVM. We use simulated nonlinear patterns and a real learning to rank sushi data set to show that our proposed SVMcompare algorithm outperforms SVMrank when there are equality y = 0 pairs. In addition, we show that SVMcompare outperforms the ELO rating system when predicting the outcome of chess matches."
1401.8008,"data, dataset",68,,,"Fig. 5. Area under the ROC curve (AUC) for 3 different simulated patterns r(x) where x ∈ R2 and one real sushi data set where x ∈ R14. For each data set we picked n = 400 pairs, varying the proportion ρ of equality pairs. We plot mean and standard deviation of AUC over 4 test sets."
1401.8008,"data, dataset",78,,,"Another way to formulate the comparison problem is by ﬁrst performing a change of variables, and then solving a binary SVM QP. The idea is to maximize the margin between signiﬁcant diﬀerences yi ∈ {−1, 1} and equality pairs yi = 0. Let Xy, X′ y be the |Iy| × p matrices formed by all the pairs i ∈ Iy. We deﬁne a new “ﬂipped” data set with"
1401.8008,"data, dataset",86,,,"2.2. SVMrank for comparing In this subsection we explain how to apply the existing SVMrank algorithm to a comparison data set. The goal of SVMrank is to learn a ranking function r : Rp → R. When r(x) = w⊺x (where ⊤ denotes the transpose) is linear, the primal problem for some cost parameter C ∈ R+ (where R+ is a set of all non-negative real numbers) is the following quadratic program (QP):"
1401.8008,"data, dataset",87,,,"Fig. 4. Test error for 3 different simulated patterns r(x) where x ∈ R2 and one real sushi data set where x ∈ R14. We randomly generated data sets with ρ = 1/2 equality and 1/2 inequality pairs, then plotted test error as a function of data set size n (a vertical line shows the data set which was used in Figure 3). Lines show mean and shaded bands show standard deviation over 4 test sets."
1401.8008,"data, dataset",95,,,"For each experiment, there are train, validation, and test sets each drawn from the same data set of examples. We ﬁt a 10 × 10 grid of models to the training set (cost parameter C = 10−3, . . . , 103, Gaussian kernel width 2−7, . . . , 24), and select the model using the validation set. We use two evaluation metrics to judge the performance of the models: zero-one loss and area under the ROC curve (AUC)."
1401.8008,"data, dataset, data https",164,,,"5.1. Data source and processing We downloaded the chess match dataset from Chessmetrics (http://www.chessmetrics.com/cm/), containing 1.8 million games played over the 11year period from 1999–2009 by 54205 chess players. For each of the years 1999–2006, we consider the ﬁrst four months (Jan–Apr) as a train set, and the last eight months as a test set (May–Dec). We removed all matches containing a player who had less than 10 matches against other players in the train set, to prevent our data set from containing players with very little information. We also removed all matches that contained a player’s ﬁrst match from the train set as we would have no information about this player. Before pre-processing, 30.9% of matches were a draw and 69.1% of matches resulted in a win or loss. After pre-processing, the median percentage of draws and win-loss results"
1401.8008,"data, dataset, data https",233,,,"4.2. Learning to rank sushi data We downloaded the sushi data set of Kamishima et al. (2010) from kamishima (http://www.kamishima.net/sushi). We used the sushi3b.5000.10.score from kamishima, which consist of 100 diﬀerent sushis rated by 5000 diﬀerent people. Each person rated 10 sushis on a 5 point scale, which we convert to 5 preference pairs, for a total of 17,832 equality yi = 0 and 7,168 inequality yi ∈ {−1, 1} pairs. For each pair i we have features i ∈ R14 consisting of 7 features of the sushi and 7 features of the person. Sushi xi, x′ features are style, major, minor, oily, eating frequency, price, and selling frequency. Person features are gender, age, time, birthplace and current home (we converted Japanese prefecture codes to latitude/longitude coordinates). As in the simulations of Section 4.1, we picked train, validation, and test sets, each with the same number of pairs n and the same proportion ρ of equality pairs. We ﬁt a grid of models to the training set, select the model with minimal zero-one loss on the validation set, and then use the test set to estimate the generalization ability of the selected model."
1401.8008,"dataset, package",127,,,"was 44.7% and 55.3% respectively over each of the 8 datasets. For each match i, we i ∈ R16 consisting of ELO scores, Glicko scores, if the player had computed features xi, x′ the initial move, the percentage of instances where a player either lost to a lower ranked player, or won against a higher ranked player, the average score diﬀerence of opponents, win/loss/draw/games played raw values and percentages in addition to various other statistics. ELO scores were initially set at 1200 for all players and FIDE rules were applied to score calculations. ELO and Glicko scores were updated after every match using the PlayerRatings R package (Stephenson & Sonas 2016)."
1401.8008,github,3,,,https://github.com/tdhock/compare-paper
1401.8008,package,13,,,"Player Ratings Estimation (R package version 1.0-1)’, CRAN ."
1401.8008,package,26,,,"Karatzoglou, A., Smola, A., Hornik, K. & Zeileis, A. (2004), ‘kernlab – an S4 package"
1605.07495,code,14,,,Algorithm 1: Pseudo code of selection method based on non-dominated relative crowding distance
1605.07495,code,16,,,Algorithm 3: Pseudo code of calculation methods of CR and LR in (15)
1605.07495,code,233,,,"(i.e., ξcd) and the relative crowding distance (i.e., ξrcd) of all the 6 solutions are given out in TABLE II. Then, with nondominated CDV, the Θ2, Θ3 and Θ4 are qualiﬁed to be the candidates. Thus, the global best solution will be selected out according to their ξrcd (i.e., the selected ones will be marked with circle). For instance, since with the largest ξrcd, the Θ4 has the highest priority to be selected as global best in any case, while the Θ2 is with the lowest priority (only when Y = 3) for its smallest ξrcd. Finally, we assume there are 100 particles in total and we give out the result of particle dividing when Y = 1, 2, 3 (i.e., the numbers of particles in the group assigned to each selected solution are given out after each circle). We notice that the Θ5 is not be selected for any case though its relative crowding distance higher than that of the Θ2, it is because that the CDV of the Θ5 is dominated by the Θ3, which excluding its possibility to be selected as global best. We also give out the pseudo code of this selection method in Algorithm 1."
1605.07495,code,65,,,"more non-dominated solutions. Meanwhile, each sub-swarm aims to ﬁnd better values for its assigned objective function and all sub-swarms work together in order to get a bigger PF . The pseudo code of MOPSO-NRCD is given at Algorithm 2 (the calculation method of objective functions is given in Algorithm 3, whose detail will be given in the next section)."
1605.07495,code,7,,,Algorithm 2: Pseudo code of MOPSO-NRCD
1606.01039,data,10,,,(b) Signal used for ﬁlling missing-data gaps.
1606.01039,data,106,,,Results using (16) are presented in Figures 5(e)-5(f). We see that in Figure 5(f) the posterior mean describes properly the periodic behaviour and amplitude envelope smooth evolution of the modelled signal. We observe that prediction on the decay gap using (16) is closer to the actual data (red dots) than the results obtained with (15) as well as (14). This is reﬂected in the smallest RMS error in table 2. This is because (16) allows to describe periodic functions that
1606.01039,data,119,,,"To face the issue of modelling time dynamics we modiﬁed the previous covariance function (15), by multiplying it with an exponentiated quadratic kernel (14). This allows to “smooth” the strictly periodic behaviour of (15). The resulting kernel corresponds to (16). From Figure 4(b) we see that although the posterior mean of the predictive distribution does not exactly ﬁt the data, the model is able to learn the pitch of each of the three sound events with a smaller RMS error (Table 1), as well as the time dynamics or variations in the amplitude envelope of the signal."
1606.01039,data,131,,,"Experiments were done over real audio. We evaluated diﬀerent kernel conﬁgurations on a pitch estimation task, and on a missing data imputation task. All experiments assume we previously know the number of change-windows and its locations. In the pitch estimation task all the parameters of the covariance function are known, except those related with the fundamental frequency of each sound event, i.e. the value of ωm in (15) and (16) when using these kernels in the general model (10). Thus, we focus on optimizing only these model hyperparameters from the data. In the missing data imputation task the score of the modelled piece of music audio is used for tuning manually the model hyperparameters."
1606.01039,data,132,,,"In music information research, the aim of audio content analysis is to estimate musical concepts which are present but hidden in the audio data [17]. With this purpose, diﬀerent signal processing techniques are applied to music signals for extracting useful information and descriptors related to the musical concepts. Here, musical concepts refers to parameters related to written music, such as pitch, melody, chords, onset, beat, tempo and rhythm. Then, perhaps the most general application is one which involves the prediction of several musical dimensions, that of recovering the score of a music track given only the audio signal [10]. This is known as automatic music transcription (AMT) [5]."
1606.01039,data,132,,,"We performed regression on the signal shown in Figure 3(a) using the kernel (15). Figure 4(a) shows the posterior mean of the predictive distribution after training (blue continuous line). The black circle points correspond to observed data. We see the trained model is able to estimate the pitch for each sound event with a RMS error of 0.6282 semitones (Table 1). On the other hand, the amplitudeenvelope evolution of the signal is beyond the scope of the structure that this kernel can model. This is because this covariance function can only describe constant amplitude-envelope, periodic signals, with a fundamental frequency and several harmonics (see Figure 2(f))."
1606.01039,data,142,,,"In this study we used two short audio excerpts, in order to explore the method, so that we can eﬃciently ﬁt models and search in the hyperparameter space. The excerpt used for pitch estimation experiments corresponds to 0.7 seconds of the song Black Chicken 37 by Buena Vista Social Club. This segment of audio contains three notes of a bass melody (Figure 3(a)). In the missing data imputation task we used polyphonic audio corresponding to 1.14 seconds of Chopin’s Nocturne Op. 15 No. 1, where more than one note occur at the same time. The segments of signal in red in Figure 3(b) represent gaps of missing data. We reduced the sample frequency of both audio excerpts from 44.1KHz to 8KHz."
1606.01039,data,144,,,"In this article we discussed a Gaussian processes regression framework for modelling music audio. We compared diﬀerent models in pitch estimation as well as in prediction of missing data. We showed which kernels were more appropriate for describing properties of music signals, speciﬁcally: nonstationarity, dynamics, and spectral harmonic content. The advantage of this approach is that by designing a proper kernel we can introduce prior knowledge and beliefs about the properties of music signals, and use all that prior information to improve prediction. The presented work could be extended using eﬃcient representations of GPs in order to model larger audio signals. Other kernels could be studied, as the spectral mixture for modelling harmonic content [2], and Latent Force models [1] for describing mechanistic characteristics of the signal."
1606.01039,data,153,,,"We compared three diﬀerent models predicting missing-data gaps. We studied kernels (14), (15), and (16). In Figure 3(b) ﬁrst gap (red segment) contains the transient (onset and attack [3]) of a sound event, whereas the second gap is located in a more stable segment of the data (smooth decay). Figures 5(a)5(b) depict the prediction using (14). These ﬁgures correspond to zoom in small sections of the signal where the gaps occur (Figure 3(b)). We see that the model using this kernel overﬁts the data, i.e. the posterior mean (blue line) ﬁts all the observed data (black dots) with high conﬁdence (grey shaded area), but the"
1606.01039,data,183,,,"Figures 5(c)-5(d) show the prediction using covariance function (15). In the transient gap (Figure 5(c)) the posterior mean (blue line) does not follows the data, this is because transients are short intervals during which the signal evolves in a nonstationary, nontrivial and unpredictable way [3]. opposite to this, the model using kernel (15) can only describe the behaviour of constant amplitudeenvelope periodic stochastic functions. In the second gap (Figure 5(d)) the posterior mean describes properly the periodic behaviour of the data, but it does not follow the amplitude-envelope of the observations. This is because this covariance function is able to describe periodic functions that have several harmonic components. The drawback of this kernel is that it assumes constant the amplitude of the periodic stochastic functions that describes. These diﬀerent performance on the prediction is reﬂected on the RMS error obtained for each gap (Table 2)."
1606.01039,data,2,,,3.1 Data
1606.01039,data,219,,,"R where the time input variable t ∈ R, we model the whole function f (t) as a GP. That is, instead of putting a prior over the function parameters η, we introduce a prior over the function f (t) itself [16]. Learning in GP regression corresponds to computing the posterior distribution over the function f (t) conditioned on the observed data y = [y1, · · · , yN ] [15, 13]. The underlying idea in GP regression is that the correlation function introduces dependences between function f (t) values at diﬀerent inputs. Thus, the function values at the observed points give information also of the unobserved points [14]. The structure of the kernel (1) captures high-level properties of the unknown function f (t), which in turn determines how the model generalizes or extrapolates to new test time instants [9]. This is quite useful because we can introduce prior knowledge about what we believe the proprieties of music signals are, by choosing a proper kernel that reﬂects those characteristics. In section 2.2 we study in more detail the design of kernels."
1606.01039,data,264,,,"In [20] GPs are used for time-frequency analysis as probabilistic inference. Natural signals are assumed to be formed by the superposition of distinct timefrequency components, with the analytic goal being to infer these components by applying Bayes’ rule [20]. GPs have also been used for underdetermined audio source separation. In [8] the mixture signal is modelled as a linear combination of independent convolved versions of latent GPs or sources. The model splits the mixture signal in frames also considered independent, by using weightfunctions. Thus each source is modelled as a series of concatenated locally stationary frames, each one with its corresponding covariance function. With this assumption the resulting signal is supposed to be non-stationary [8]. On the other hand, despite the approach we present also assumes the latent GPs fm in (10) as non-correlated, the observed signal is not framed into independent segments. Instead of using weight-functions that act over the observed data, we introduce change-windows φm inﬂuencing each latent GP ending up with latent processes representing speciﬁc sound events that happen at certain segments of time. Therefore the proposed model keeps the correlation between the observations throughout all the signal. That is what allows to make prediction in gaps of missing data (section 4.2). GPs have been used also for estimating spectral envelope and fundamental frequency of singing voice [21], and for time-domain audio source separation [22]."
1606.01039,data,42,,,"Figure 3: (a) analysed audio (blue line), change-windows (dashed lines). (b) observed data (blue line), missing-data gaps (red line), change-windows (dashed lines)."
1606.01039,data,45,,,"Figure 5: Zoom in a portion of missing-data gaps. In each ﬁgure the continuous blue line represent the posterior mean, grey shaded areas correspond to the posterior variance, red dots are missing data, whereas black dots are observed data."
1606.01039,data,8,,,4.2 Filling gaps of missing data in audio
1606.01039,data,8,,,"and Data Analysis. Wiley, 1988."
1606.01039,data,91,,,"The covariance function (1) used for computing the prior distribution (5) allows us to introduce in the model all the knowledge and beliefs we have about the properties of the data. We are trying to model music signals, and some of the broad properties of audio signals are non-stationarity, rich spectral content, dynamics (locally periodic, non constant amplitude envelope), mechanistic behaviour, and music structure. Therefore we seek covariance functions that can describe or reﬂect these properties."
1606.01039,"data, data available",57,,,"conﬁdence decreases and the prediction is quite poor in the input space zones where the data is not available (red dots). Also, we see that the model using (14) does not expect any periodic behaviour in the gaps. The RMS error for both gaps is presented in Table 2."
1606.01039,"data, dataset",117,,,"The regression problem concerns the prediction of a continuous quantity [12], here a function f (t), given a data set D = {(ti, yi)}N i=1, where yi are assumed as noisy measurements of f (t) at typically regularly-spaced time instants ti (though GP regression framework allows for irregular sampling or missing data), i.e. yi = f (ti)+ǫi, where ǫi ∼ N (0, σ2 noise). In GP regression for mono channel audio signals, instead of estimating parameters η of ﬁxed-form functions f (t, η) : R 7→"
1608.04885,code,13,,,in the synthesis of code which mimics proposed service behaviour replacing the real
1608.04885,code,13,,,"– First line speciﬁes HTTP version, three-digit code and a text string"
1608.04885,code,14,,,Listing A.2 contains the Java code for the symmetric ﬁeld identiﬁcation class which can
1608.04885,code,14,,,indicates the operation code that the client requests to or to which the server
1608.04885,code,14,,,"interact with distributed software systems, while it interacts with local code in lieu"
1608.04885,code,15,,,The java source code of the implementation of modifying the centroid response is listed in
1608.04885,code,15,,,the code of mock objects are typically coupled with the code of the software under
1608.04885,code,17,,,for both identiﬁed symmetric ﬁelds are shown in Table 5.3. The java source code of the
1608.04885,code,2,,,Java Code
1608.04885,code,27,,,Listing A.3 contains the Java code for the ﬁeld substitution method that performs sym metric ﬁeld substitution to modify a recorded response for generating a response.
1608.04885,code,3,,,A Java Code
1608.04885,code,4,,,APPENDIX A. JAVA CODE
1608.04885,"code, code available",14,,,environment with the code under investigation is only possible if the code itself is
1608.04885,"code, code package, code available",13,,,Listing A.1 contains the Java code for describing the symmetric ﬁeld information.
1608.04885,data,1,,,data
1608.04885,data,10,,,Table 7.8: Response Accuracy for Clusters with Noisy Data
1608.04885,data,10,,,deﬁnes temporal rules expressing data dependencies among exchanged messages.
1608.04885,data,10,,,signiﬁcant diﬀerence between this form and ASN.1 on-the-wire data representation
1608.04885,data,11,,,EncodingDecodingApplication data representationmessageApplication data representationmessagemessageCHAPTER 3. APPLICATION-LAYER PROTOCOL STUDY
1608.04885,data,11,,,attach location data to tweets and discover tweets & locations.
1608.04885,data,11,,,"hierarchical data structure, for instance, a tree structure."
1608.04885,data,12,,,approach. This approach adopted clustering techniques and data mining techniques to
1608.04885,data,13,,,A reordered dissimilarity matrix image indicates cluster tendency in the data by dark
1608.04885,data,13,,,One of the most common transformation of network data is from the representation
1608.04885,data,13,,,and management of data in distributed applications. The middleware service protocol is
1608.04885,data,13,,,databases. In Proceedings of the 20th International Conference on Very Large Data
1608.04885,data,13,,,"twitter data, rather than changing/updating data. Although the current client program"
1608.04885,data,13,,,"– Compound data types can be constructed by nesting primitive types, shown"
1608.04885,data,13,,,• Built on a client-server architecture and uses separate control and data connections
1608.04885,data,14,,,3. A variable-length SMB Data contain 2-byte length ﬁeld that indicates the size
1608.04885,data,14,,,Textual protocols are built around the notion of message ﬁelds encoded with text data
1608.04885,data,14,,,and transmitting structured data over a network connection. It is used primarily to
1608.04885,data,14,,,"application integration, data integration, message oriented middleware (MOM), object"
1608.04885,data,14,,,binary and textual methods. The binary encoding method targets to a standardized data
1608.04885,data,14,,,"command type identiﬁer, and value represents data for the command. The most"
1608.04885,data,14,,,how primitive data types and compound data structure are encoded so they can be
1608.04885,data,14,,,individual machines. The same issues of complex setup and data availability exist.
1608.04885,data,14,,,primitive data types and compound data structures. Both X DR and ASN.1 specify
1608.04885,data,14,,,"speciﬁc data representation, we need to design speciﬁc rules to obtain the embedded"
1608.04885,data,14,,,the data it wants to transmit from representation it uses internally into a message
1608.04885,data,14,,,"the oﬄine processing, utilising data mining techniques. It can dramatically reduce the"
1608.04885,data,14,,,"transmit data between a server and web applications, serving as an alternative of"
1608.04885,data,14,,,• Uses ASN.1 to deﬁne the data types used to build an SNMP message
1608.04885,data,15,,,"In this chapter, we have utilised data mining techniques in a large enterprise software"
1608.04885,data,15,,,"data representations, where ASN.1 and XDR are the most popular ones. For a"
1608.04885,data,15,,,library into clusters of interactions of the same type. The data mining techniques were
1608.04885,data,15,,,"schema, which is a speciﬁcation for what JSON data is required for a given"
1608.04885,data,15,,,• Streaming: Give developers low latency access to Tweet data and other events have
1608.04885,data,16,,,External Data Representation (XDR) [22] is the network format used to transfer
1608.04885,data,16,,,JavaScript Object Notation (JSON) [21] is a text-based data interchange format.
1608.04885,data,16,,,Most of Twitter API operations are used to provide the twitter data for 3rd party Twitter
1608.04885,data,16,,,Network Data Management Protocol (NDMP) [14] is used to transport data between
1608.04885,data,16,,,"data on that directory. Once the server received an unbind request, it must unbind"
1608.04885,data,16,,,"data reorganization by a clustering technique. Operations Research, 20(5):993–1009,"
1608.04885,data,16,,,"than the Whole Library approach, even though the latter uses all the available data points"
1608.04885,data,16,,,"• XML deﬁnes a basic syntax for mixing markup with data text, but the designer"
1608.04885,data,17,,,[82] M. K. Jiawei Han. Data Mining: Concepts and Techniques. Morgan Kaufmann
1608.04885,data,17,,,"name in their request, followed by a payload, containing the data the service is expected"
1608.04885,data,17,,,"visual cluster analysis. In Data Mining, 2008. ICDM’08. Eighth IEEE International"
1608.04885,data,18,04/21/22,0,"[122] A. A. Sofokleous and A. S. Andreou. Automatic, Evolutionary Test Data Generation"
1608.04885,data,18,,,and semantics of the data. The model step is the ﬁnal stage where we specify how virtual
1608.04885,data,18,,,"encode data, which is intended or expected to be read by a machine rather than a human"
1608.04885,data,18,,,"fast as a real service can. To answer this question, we propose and implement a data"
1608.04885,data,19,,,"2For each LDAP operation, we demonstrate its raw data, as well as the textual representation, which"
1608.04885,data,19,,,"Data Units (PDU)), exchange of interactions (via service primitives) with service users at"
1608.04885,data,19,,,"following, we ﬁrst describe how we collect data of six case study protocols in Section. 7.3.1."
1608.04885,data,19,,,"that can be transmitted over the network; that is, the data is encoded into a message."
1608.04885,data,19,,,"– Represents each data item with a triple of the form <tag, length, value>,"
1608.04885,data,20,,,"[62] S. Elbaum, G. Rothermel, S. Karre, and M. F. II. Leveraging user-session data"
1608.04885,data,20,,,work in pattern matching sequences of data. One is the n − gram approach [72] and the
1608.04885,data,21,,,VAT [35][148] is a technique that exists in data mining for the visual assessment of cluster
1608.04885,data,21,,,approach (cf. Section 5.4.2 in Chapter 5) to data sets of all six case study protocols. Having
1608.04885,data,22,,,"Given a trace library (cf. Deﬁnition 5 in Chapter 4.2), shown as Table 6.1, a data clustering"
1608.04885,data,22,,,"[147] D. Yuan, Y. Yang, X. Liu, and J. Chen. A data placement strategy in scientiﬁc"
1608.04885,data,23,,,"protocols, they can be further divided based on the multi-byte order and data representa tions, which are illustrated as follows:"
1608.04885,data,24,,,7.8 Response Accuracy for Clusters with Noisy Data . . . . . . . . . . . . . . . 118
1608.04885,data,25,,,Abstract Syntax Notation One (ASN.1) [20] is an standard that deﬁnes a rep resentation for data sent over a network.
1608.04885,data,26,,,"[97] G. J. McLachlan, K.-A. Do, and C. Ambroise. Analyzing Microarray Gene Expres sion Data. Wiley-Interscience, 2004."
1608.04885,data,27,,,3.2 Encoding and decoding application data . . . . . . . . . . . . . . . . . . . . 34
1608.04885,data,28,,,"Most application-level protocols deﬁne message structures containing some form of oper ation or service name in their requests, followed by a payload on what data this service"
1608.04885,data,28,04/21/22,0,"interaction models. Moreover, by utilizing data mining techniques, the eﬃciency of re sponse generation in the emulation environment has been greatly improved. However the"
1608.04885,data,29,,,"integrated with many other systems for managing and interpreting data from many busi ness activities. The other systems (called services) include a legacy mainframe program,"
1608.04885,data,3,,,of data.
1608.04885,data,30,,,"Binary protocols rely on speciﬁc data structure; and hence, transmitted messages usu ally resort to ﬁxed-length ﬁelds or to a special notation to indicate the length of variable"
1608.04885,data,30,,,"There are two popular network data representations (i.e. External Data Represen tation (XDR) and Abstract Syntax Notation One (ASN.1)), proposed to encode"
