id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
1704.00783,Gopal P. Sarma,Gopal P. Sarma,"Brief Notes on Hard Takeoff, Value Alignment, and Coherent Extrapolated
  Volition",3 pages,,,,cs.AI cs.CY cs.LG,http://creativecommons.org/licenses/by/4.0/,"  I make some basic observations about hard takeoff, value alignment, and
coherent extrapolated volition, concepts which have been central in analyses of
superintelligent AI systems.
","[{'version': 'v1', 'created': 'Mon, 3 Apr 2017 19:45:04 GMT'}, {'version': 'v2', 'created': 'Sat, 21 Apr 2018 20:32:30 GMT'}]",2018-04-24,"[['Sarma', 'Gopal P.', '']]"
2108.07833,Peyman Mohtat,"Peyman Mohtat, Sravan Pannala, Valentin Sulzer, Jason B. Siegel, Anna
  G. Stefanopoulou",An Algorithmic Safety VEST For Li-ion Batteries During Fast Charging,"In press; Modeling, Estimation and Control Conference 2021",,,,eess.SY cs.SY,http://creativecommons.org/licenses/by/4.0/,"  Fast charging of lithium-ion batteries is crucial to increase desirability
for consumers and hence accelerate the adoption of electric vehicles. A major
barrier to shorter charge times is the accelerated aging of the battery at
higher charging rates, which can be driven by lithium plating, increased solid
electrolyte interphase growth due to elevated temperatures, and particle
cracking due to mechanical stress. Lithium plating depends on the overpotential
of the negative electrode, and mechanical stress depends on the concentration
gradient, both of which cannot be measured directly. Techniques based on
physics-based models of the battery and optimal control algorithms have been
developed to this end. While these methods show promise in reducing
degradation, their optimization algorithms' complexity can limit their
implementation. In this paper, we present a method based on the constant
current constant voltage (CC-CV) charging scheme, called CC-CV$\eta \sigma$T
(VEST). The new approach is simpler to implement and can be used with any model
to impose varying levels of constraints on variables pertinent to degradation,
such as plating potential and mechanical stress. We demonstrate the new
CC-CV$\eta \sigma$T charging using an electrochemical model with mechanical and
thermal effects included. Furthermore, we discuss how uncertainties can be
accounted for by considering safety margins for the plating and stress
constraints.
","[{'version': 'v1', 'created': 'Tue, 17 Aug 2021 18:34:21 GMT'}]",2021-08-19,"[['Mohtat', 'Peyman', ''], ['Pannala', 'Sravan', ''], ['Sulzer', 'Valentin', ''], ['Siegel', 'Jason B.', ''], ['Stefanopoulou', 'Anna G.', '']]"
1911.13154,Pan Cunhua,"Hong Ren, Cunhua Pan, Yansha Deng, Maged Elkashlan, and Arumugam
  Nallanathan",Resource Allocation for Secure URLLC in Mission-Critical IoT Scenario,Submitted to one IEEE journal,,,,eess.SP cs.IT math.IT,http://creativecommons.org/licenses/by/4.0/,"  Ultra-reliable low latency communication (URLLC) is one of three primary use
cases in the fifth-generation (5G) networks, and its research is still in its
infancy due to its stringent and conflicting requirements in terms of extremely
high reliability and low latency. To reduce latency, the channel blocklength
for packet transmission is finite, which incurs transmission rate degradation
and higher decoding error probability. In this case, conventional resource
allocation based on Shannon capacity achieved with infinite blocklength codes
is not optimal. Security is another critical issue in mission-critical internet
of things (IoT) communications, and physical-layer security is a promising
technique that can ensure the confidentiality for wireless communications as no
additional channel uses are needed for the key exchange as in the conventional
upper-layer cryptography method. This paper is the first work to study the
resource allocation for a secure mission-critical IoT communication system with
URLLC. Specifically, we adopt the security capacity formula under finite
blocklength and consider two optimization problems: weighted throughput
maximization problem and total transmit power minimization problem. Each
optimization problem is non-convex and challenging to solve, and we develop
efficient methods to solve each optimization problem. Simulation results
confirm the fast convergence speed of our proposed algorithm and demonstrate
the performance advantages over the existing benchmark algorithms.
","[{'version': 'v1', 'created': 'Fri, 29 Nov 2019 15:37:43 GMT'}, {'version': 'v2', 'created': 'Wed, 12 Feb 2020 22:57:24 GMT'}]",2020-02-14,"[['Ren', 'Hong', ''], ['Pan', 'Cunhua', ''], ['Deng', 'Yansha', ''], ['Elkashlan', 'Maged', ''], ['Nallanathan', 'Arumugam', '']]"
2106.11184,Michael Park,"Michael Park, Erin Leahey, Russell Funk",The decline of disruptive science and technology,,,,,cs.SI econ.GN q-fin.EC,http://creativecommons.org/licenses/by/4.0/,"  Although the number of new scientific discoveries and technological
inventions has increased dramatically over the past century, there are growing
concerns that progress is slowing. We analyze 25 million papers and 4 million
patents across 6 decades and find that science and technology are becoming less
disruptive of existing knowledge, a pattern that holds nearly universally
across fields. We link this decline in disruptiveness to a narrowing in the
utilization of existing knowledge. Diminishing quality of published science and
changes in citation practices are unlikely to be responsible for this trend,
suggesting that this pattern represents a fundamental shift in science and
technology.
","[{'version': 'v1', 'created': 'Mon, 21 Jun 2021 15:24:23 GMT'}, {'version': 'v2', 'created': 'Sat, 26 Jun 2021 01:57:43 GMT'}, {'version': 'v3', 'created': 'Sun, 10 Oct 2021 15:44:40 GMT'}, {'version': 'v4', 'created': 'Wed, 3 Nov 2021 17:46:25 GMT'}]",2021-11-04,"[['Park', 'Michael', ''], ['Leahey', 'Erin', ''], ['Funk', 'Russell', '']]"
2105.15064,William Blanzeisky,"William Blanzeisky, P\'adraig Cunningham","Using Pareto Simulated Annealing to Address Algorithmic Bias in Machine
  Learning",,,,,cs.LG cs.CY,http://creativecommons.org/licenses/by/4.0/,"  Algorithmic Bias can be due to bias in the training data or issues with the
algorithm itself. These algorithmic issues typically relate to problems with
model capacity and regularisation. This underestimation bias may arise because
the model has been optimised for good generalisation accuracy without any
explicit consideration of bias or fairness. In a sense, we should not be
surprised that a model might be biased when it hasn't been ""asked"" not to be.
In this paper, we consider including bias (underestimation) as an additional
criterion in model training. We present a multi-objective optimisation strategy
using Pareto Simulated Annealing that optimise for both balanced accuracy and
underestimation. We demonstrate the effectiveness of this strategy on one
synthetic and two real-world datasets.
","[{'version': 'v1', 'created': 'Mon, 31 May 2021 15:51:43 GMT'}]",2021-06-01,"[['Blanzeisky', 'William', ''], ['Cunningham', 'Pádraig', '']]"
1504.08211,Lorenzo Clemente,"Lorenzo Clemente, Jean-Fran\c{c}ois Raskin","Multidimensional beyond worst-case and almost-sure problems for
  mean-payoff objectives",Technical report a paper accepted to LICS'15,,,,cs.GT cs.SY,http://creativecommons.org/licenses/by/4.0/,"  The beyond worst-case threshold problem (BWC), recently introduced by
Bruy\`ere et al., asks given a quantitative game graph for the synthesis of a
strategy that i) enforces some minimal level of performance against any
adversary, and ii) achieves a good expectation against a stochastic model of
the adversary. They solved the BWC problem for finite-memory strategies and
unidimensional mean-payoff objectives and they showed membership of the problem
in NP$\cap$coNP. They also noted that infinite-memory strategies are more
powerful than finite-memory ones, but the respective threshold problem was left
open. We extend these results in several directions. First, we consider
multidimensional mean-payoff objectives. Second, we study both finite-memory
and infinite-memory strategies. We show that the multidimensional BWC problem
is coNP-complete in both cases. Third, in the special case when the worst-case
objective is unidimensional (but the expectation objective is still
multidimensional) we show that the complexity decreases to NP$\cap$coNP. This
solves the infinite-memory threshold problem left open by Bruy\`ere et al., and
this complexity cannot be improved without improving the currently known
complexity of classical mean-payoff games. Finally, we introduce a natural
relaxation of the BWC problem, the beyond almost-sure threshold problem (BAS),
which asks for the synthesis of a strategy that ensures some minimal level of
performance with probability one and a good expectation against the stochastic
model of the adversary. We show that the multidimensional BAS threshold problem
is solvable in P.
","[{'version': 'v1', 'created': 'Thu, 30 Apr 2015 13:16:48 GMT'}, {'version': 'v2', 'created': 'Tue, 21 Nov 2017 10:02:44 GMT'}]",2017-11-22,"[['Clemente', 'Lorenzo', ''], ['Raskin', 'Jean-François', '']]"
2107.03250,Xiao Zhang,Xiao Zhang and David Evans,Understanding Intrinsic Robustness Using Label Uncertainty,"ICLR 2022; 23 pages, 8 figures, 1 table",,,,cs.LG cs.CR,http://creativecommons.org/licenses/by/4.0/,"  A fundamental question in adversarial machine learning is whether a robust
classifier exists for a given task. A line of research has made some progress
towards this goal by studying the concentration of measure, but we argue
standard concentration fails to fully characterize the intrinsic robustness of
a classification problem since it ignores data labels which are essential to
any classification task. Building on a novel definition of label uncertainty,
we empirically demonstrate that error regions induced by state-of-the-art
models tend to have much higher label uncertainty than randomly-selected
subsets. This observation motivates us to adapt a concentration estimation
algorithm to account for label uncertainty, resulting in more accurate
intrinsic robustness measures for benchmark image classification problems.
","[{'version': 'v1', 'created': 'Wed, 7 Jul 2021 14:26:57 GMT'}, {'version': 'v2', 'created': 'Thu, 17 Mar 2022 15:27:59 GMT'}]",2022-03-18,"[['Zhang', 'Xiao', ''], ['Evans', 'David', '']]"
2103.02878,Shuangyong Song,"Shuangyong Song, Kexin Wang, Chao Wang, Haiqing Chen, Huan Chen","An Emotion-controlled Dialog Response Generation Model with Dynamic
  Vocabulary",4 pages,,,,cs.CL cs.AI,http://creativecommons.org/licenses/by/4.0/,"  In response generation task, proper sentimental expressions can obviously
improve the human-like level of the responses. However, for real application in
online systems, high QPS (queries per second, an indicator of the flow capacity
of on-line systems) is required, and a dynamic vocabulary mechanism has been
proved available in improving speed of generative models. In this paper, we
proposed an emotion-controlled dialog response generation model based on the
dynamic vocabulary mechanism, and the experimental results show the benefit of
this model.
","[{'version': 'v1', 'created': 'Thu, 4 Mar 2021 07:58:43 GMT'}]",2021-03-05,"[['Song', 'Shuangyong', ''], ['Wang', 'Kexin', ''], ['Wang', 'Chao', ''], ['Chen', 'Haiqing', ''], ['Chen', 'Huan', '']]"
2105.01053,Wei Jiang,"Wei Jiang, Kun Liu, Themistoklis Charalambous","Multi-agent consensus with heterogeneous time-varying input and
  communication delays in digraphs",,,,,eess.SY cs.SY,http://creativecommons.org/licenses/by/4.0/,"  This paper investigates the distributed consensus tracking control problem
for general linear multi-agent systems (MASs) with external disturbances and
heterogeneous time-varying input and communication delays under a directed
communication graph topology, containing a spanning tree. First, for all agents
whose state matrix has no eigenvalues with positive real parts, a
communication-delay-related observer, which is used to construct the
controller, is designed for followers to estimate the leader's state
information. Second, by means of the output regulation theory, the results are
relaxed to the case that only the leader's state matrix eigenvalues have
non-positive real parts and, under these relaxed conditions, the controller is
redesigned. Both cases lead to a closed-loop error system of which the
stability is guaranteed via a Lyapunov-Krasovskii functional with sufficient
conditions in terms of input-delay-dependent linear matrix inequalities (LMIs).
An extended LMI is proposed which, in conjunction with the rest of LMIs,
results in a solution with a larger upper bound on delays than what would be
feasible without it. It is highlighted that the integration of
communication-delay-related observer and input-delay-related LMI to construct a
fully distributed controller (which requires no global information) is scalable
to arbitrarily large networks. The efficacy of the proposed scheme is
demonstrated via illustrative numerical examples.
","[{'version': 'v1', 'created': 'Mon, 3 May 2021 17:52:11 GMT'}]",2021-05-04,"[['Jiang', 'Wei', ''], ['Liu', 'Kun', ''], ['Charalambous', 'Themistoklis', '']]"
2012.03168,Chaoyang Song,"Linhan Yang, Xudong Han, Weijie Guo, Zixin Zhang, Fang Wan, Jia Pan,
  Chaoyang Song","Design of an Optoelectronically Innervated Gripper for Rigid-Soft
  Interactive Grasping","11 pages, 6 figures, submitted to IEEE ICRA 2021",,,,cs.RO,http://creativecommons.org/licenses/by/4.0/,"  Over the past few decades, efforts have been made towards robust robotic
grasping, and therefore dexterous manipulation. The soft gripper has shown
their potential in robust grasping due to their inherent properties-low,
control complexity, and high adaptability. However, the deformation of the soft
gripper when interacting with objects bring inaccuracy of grasped objects,
which causes instability for robust grasping and further manipulation. In this
paper, we present an omni-directional adaptive soft finger that can sense
deformation based on embedded optical fibers and the application of machine
learning methods to interpret transmitted light intensities. Furthermore, to
use tactile information provided by a soft finger, we design a low-cost and
multi degrees of freedom gripper to conform to the shape of objects actively
and optimize grasping policy, which is called Rigid-Soft Interactive Grasping.
Two main advantages of this grasping policy are provided: one is that a more
robust grasping could be achieved through an active adaptation; the other is
that the tactile information collected could be helpful for further
manipulation.
","[{'version': 'v1', 'created': 'Sun, 6 Dec 2020 02:58:59 GMT'}]",2020-12-08,"[['Yang', 'Linhan', ''], ['Han', 'Xudong', ''], ['Guo', 'Weijie', ''], ['Zhang', 'Zixin', ''], ['Wan', 'Fang', ''], ['Pan', 'Jia', ''], ['Song', 'Chaoyang', '']]"
1807.08654,Evan Bollig,"Evan F. Bollig, James C. Wilgenbusch","From Bare Metal to Virtual: Lessons Learned when a Supercomputing
  Institute Deploys its First Cloud","8 pages, 5 figures, PEARC '18: Practice and Experience in Advanced
  Research Computing, July 22--26, 2018, Pittsburgh, PA, USA",,10.1145/3219104.3219164,,cs.DC,http://creativecommons.org/licenses/by/4.0/,"  As primary provider for research computing services at the University of
Minnesota, the Minnesota Supercomputing Institute (MSI) has long been
responsible for serving the needs of a user-base numbering in the thousands.
  In recent years, MSI---like many other HPC centers---has observed a growing
need for self-service, on-demand, data-intensive research, as well as the
emergence of many new controlled-access datasets for research purposes. In
light of this, MSI constructed a new on-premise cloud service, named Stratus,
which is architected from the ground up to easily satisfy data-use agreements
and fill four gaps left by traditional HPC. The resulting OpenStack cloud,
constructed from HPC-specific compute nodes and backed by Ceph storage, is
designed to fully comply with controls set forth by the NIH Genomic Data
Sharing Policy.
  Herein, we present twelve lessons learned during the ambitious sprint to take
Stratus from inception and into production in less than 18 months. Important,
and often overlooked, components of this timeline included the development of
new leadership roles, staff and user training, and user support documentation.
Along the way, the lessons learned extended well beyond the technical
challenges often associated with acquiring, configuring, and maintaining
large-scale systems.
","[{'version': 'v1', 'created': 'Mon, 23 Jul 2018 14:54:53 GMT'}]",2018-07-24,"[['Bollig', 'Evan F.', ''], ['Wilgenbusch', 'James C.', '']]"
